over1717.1710_UHM102.10840__k141_51827_1	K18555
over1717.1710_UHM44.10837__k141_3695_1	NA
over1717.1710_UHM44.10837__k141_70968_220	NA
over1717.1710_UHM44.10837__k141_61706_117	NA
over1717.1710_UHM45.10838__k141_37320_25	NA
over1717.1710_UHM45.10838__k141_58926_7	K01547
over1717.1710_UHM45.10838__k141_58926_359	NA
over1717.1710_UHM45.10838__k141_58926_743	K00252
over1717.1710_UHM45.10838__k141_58926_775	K00164
over1717.1710_UHM45.10838__k141_77937_129	K03077
over1717.1710_UHM45.10838__k141_70383_7	K01524
over1717.1710_UHM45.10838__k141_115245_133	K03543
over1717.1710_UHM45.10838__k141_31996_4	NA
over1717.1710_UHM45.35758__k141_222388_89	NA
over1717.1710_UHM45.35758__k141_111631_254	K07568
over1717.1710_UHM45.35758__k141_60186_17	NA
over1717.1710_UHM45.35758__k141_156774_218	K08264
over1717.1710_UHM45.35758__k141_134523_107	NA
over1717.1710_UHM45.35758__k141_4004_85	K07347
over1717.1710_UHM45.35758__k141_25709_70	NA
over1717.1710_UHM45.35759__k141_88213_41	K04759
over1717.1710_UHM45.35759__k141_88213_169	K02112
over1717.1710_UHM45.35759__k141_96340_171	K01740
over1717.1710_UHM45.35759__k141_109641_8	K02452
over1717.1710_UHM45.35759__k141_34055_211	K03595
over1717.1710_UHM45.35759__k141_81174_105	NA
over1717.1710_UHM45.35759__k141_90379_2	K07702
over1717.1710_UHM45.35759__k141_49072_89	NA
over1717.1710_UHM45.35759__k141_53792_62	NA
over1717.1710_UHM56.10839__k141_24386_13	K06180
over1717.1710_UHM56.10839__k141_76311_46	NA
over1717.1710_UHM56.10839__k141_76311_430	NA
over1717.1710_UHM56.10839__k141_93486_26	NA
over1717.1710_UHM56.10839__k141_40489_1064	K00956
over1717.1710_UHM56.10839__k141_40489_1448	K00764
over1717.1710_UHM56.10839__k141_84461_63	K10716
over1717.1710_UHM56.10839__k141_60030_9	K07038
over1717.1710_UHM56.10839__k141_47187_95	NA
over1717.1710_UHM56.35760__k141_4088_8	K00355
over1717.1710_UHM56.35760__k141_4098_176	K02028
over1717.1710_UHM56.35760__k141_20384_387	K02014
over1717.1710_UHM56.35760__k141_12473_85	K15125
over1717.1710_UHM56.35760__k141_12473_117	NA
over1717.1710_UHM56.35760__k141_12473_181	K01707
over1717.1710_UHM56.35760__k141_73635_12	K07347
over1717.1710_UHM56.35760__k141_61360_13	K13735
over1717.1710_UHM56.35760__k141_34175_189	K05805
over1717.1710_UHM56.35760__k141_59228_40	NA
over1717.1710_UHM56.35761__k141_69195_18	NA
over1717.1710_UHM56.35761__k141_55955_37	NA
over1717.1710_UHM56.35761__k141_125721_1	NA
over1717.1710_UHM56.35761__k141_163270_109	NA
over1717.1710_UHM72.35762__k141_87708_12	K07347
over1717.1710_UHM72.35762__k141_71801_56	K07345
over1717.1710_UHM72.35762__k141_12195_266	K08234
over1717.1710_UHM72.35762__k141_87976_6	NA
over1717.1710_UHM72.35762__k141_111631_62	NA
over1717.1710_UHM72.35762__k141_88279_127	NA
over1717.1710_UHM72.35762__k141_72216_188	NA
over1717.1710_UHM72.35762__k141_48448_36	K03566
over1717.1710_UHM72.35762__k141_83953_180	K07795
over1717.1710_UHM72.35762__k141_26036_24	K03320
over1717.1710_UHM72.35762__k141_86186_53	K02014
over1717.1710_UHM72.35762__k141_86186_53	K16090
over1717.1710_UHM72.35762__k141_82385_1	NA
over1717.1710_UHM72.35762__k141_27220_1	K00850
over1717.1710_UHM72.35762__k141_10733_206	K03654
over1717.1710_UHM72.35762__k141_78279_1	NA
over1717.1710_UHM72.35762__k141_15222_3	NA
over1717.1710_UHM72.35762__k141_19855_10	NA
over1717.1710_UHM72.35763__k141_80706_28	NA
over1717.1710_UHM72.35763__k141_31124_6	NA
over1717.1710_UHM72.35763__k141_96616_292	NA
over1717.1710_UHM72.35763__k141_90569_66	NA
over1717.1710_UHM72.35763__k141_50524_126	NA
over1717.1710_UHM72.35763__k141_7844_8	K03892
over1717.1710_UHM72.35763__k141_15199_20	NA
over1717.1710_UHM72.35763__k141_24009_8	K03546
over1717.1710_UHM72.35763__k141_39290_5	K02014
over1717.1710_UHM72.35763__k141_39290_5	K16090
over1717.1710_UHM72.35763__k141_11829_10	K01685
over1717.1710_UHM72.35764__k141_139944_67	K05834
over1717.1710_UHM72.35764__k141_168051_209	K08475
over1717.1710_UHM72.35764__k141_156959_99	K07248
over1717.1710_UHM72.35764__k141_62165_6	K03319
over1717.1710_UHM72.35764__k141_163002_40	NA
over1717.1710_UHM72.35764__k141_35202_114	K18890
over1717.1710_UHM72.35764__k141_52967_25	K21395
over1717.1710_UHM72.35764__k141_142742_31	K02529
over1717.1710_UHM72.35764__k141_137124_133	K01869
over1717.1710_UHM72.35764__k141_137124_197	K01556
over1717.1710_UHM72.35764__k141_54202_7	K01258
over1717.1710_UHM72.35764__k141_54202_231	K03701
over1717.1710_UHM72.35764__k141_122950_18	K01868
over1717.1710_UHM739.35775__k141_37335_2	NA
over1717.1710_UHM102.35765__k141_119582_89	K02650
over1717.1710_UHM102.35765__k141_138585_108	K21572
over1717.1710_UHM102.35765__k141_43261_34	K13599
over1717.1710_UHM102.35765__k141_38733_11	NA
over1717.1710_UHM102.35765__k141_124473_115	K25137
over1717.1710_UHM102.35765__k141_139088_17	K01372
over1717.1710_UHM102.35765__k141_148405_25	NA
over1717.1710_UHM102.35765__k141_59197_39	K01874
over1717.1710_UHM102.35765__k141_26183_29	K09800
over1717.1710_UHM102.35765__k141_88887_202	NA
over1717.1710_UHM102.35765__k141_132204_16	K05372
over1717.1710_UHM102.35765__k141_75028_285	NA
over1717.1710_UHM102.35766__k141_32415_16	K03405
over1717.1710_UHM102.35766__k141_118989_9	K03292
over1717.1710_UHM102.35766__k141_167698_3	NA
over1717.1710_UHM102.35766__k141_17313_215	K03769
over1717.1710_UHM102.35766__k141_17313_471	NA
over1717.1710_UHM102.35766__k141_14013_68	K00161
over1717.1710_UHM102.35766__k141_51846_7	K01206
over1717.1710_UHM102.35766__k141_164891_5	K10206
over1717.1710_UHM102.35766__k141_165116_227	K10844
over1717.1710_UHM102.35766__k141_159626_3	K02429
over1717.1710_UHM102.35767__k141_213412_44	NA
over1717.1710_UHM125.35768__k141_74960_104	NA
over1717.1710_UHM125.35768__k141_75006_3	NA
over1717.1710_UHM125.35768__k141_50463_6	K01153
over1717.1710_UHM125.35768__k141_130735_45	NA
over1717.1710_UHM125.35768__k141_122866_1	K07154
over1717.1710_UHM125.35768__k141_19096_8	NA
over1717.1710_UHM125.35768__k141_138401_13	NA
over1717.1710_UHM125.35769__k141_179172_2	K23677
over1717.1710_UHM125.35769__k141_153290_11	NA
over1717.1710_UHM125.35769__k141_64006_174	K07687
over1717.1710_UHM125.35769__k141_2916_1	K15125
over1717.1710_UHM125.35769__k141_145767_21	K15125
over1717.1710_UHM125.35769__k141_191516_20	NA
over1717.1710_UHM125.35769__k141_47199_2	K02034
over1717.1710_UHM125.35769__k141_217918_12	K03607
over1717.1710_UHM125.35769__k141_32200_7	NA
over1717.1710_UHM125.35770__k141_163370_2	NA
over1717.1710_UHM125.35770__k141_194034_77	NA
over1717.1710_UHM125.35770__k141_113674_39	NA
over1717.1710_UHM125.35770__k141_165328_8	NA
over1717.1710_UHM125.35770__k141_234616_97	K07154
over1717.1710_UHM125.35770__k141_56051_18	K07241
over1717.1710_UHM125.35770__k141_299193_115	NA
over1717.1710_UHM125.35770__k141_299193_179	K05799
over1717.1710_UHM145.35771__k141_69641_33	NA
over1717.1710_UHM145.35771__k141_51193_1	NA
over1717.1710_UHM145.35771__k141_55926_226	K06153
over1717.1710_UHM145.35771__k141_98788_84	K02470
over1717.1710_UHM145.35771__k141_38541_27	NA
over1717.1710_UHM145.35771__k141_38541_91	K21574
over1717.1710_UHM145.35771__k141_99275_75	NA
over1717.1710_UHM145.35771__k141_112876_12	K01805
over1717.1710_UHM145.35771__k141_35042_36	NA
over1717.1710_UHM145.35771__k141_85386_22	K04761
over1717.1710_UHM145.35771__k141_85386_118	K18139
over1717.1710_UHM145.35771__k141_53940_3	K02016
over1717.1710_UHM145.35771__k141_68385_8	K01586
over1717.1710_UHM145.35771__k141_113991_25	K07407
over1717.1710_UHM145.35771__k141_87352_266	NA
over1717.1710_UHM145.35771__k141_64864_79	NA
over1717.1710_UHM145.35772__k141_115490_172	K01895
over1717.1710_UHM145.35772__k141_90447_27	NA
over1717.1710_UHM145.35772__k141_117481_100	NA
over1717.1710_UHM145.35772__k141_15309_14	NA
over1717.1710_UHM145.35772__k141_67375_54	NA
over1717.1710_UHM145.35772__k141_25235_516	K09458
over1717.1710_UHM145.35772__k141_20303_53	NA
over1717.1710_UHM145.35772__k141_62478_1	NA
over1717.1710_UHM145.35773__k141_42532_49	NA
over1717.1710_UHM145.35773__k141_60596_2	NA
over1717.1710_UHM145.35773__k141_145554_22	NA
over1717.1710_UHM17.10826__k141_246405_3	K00620
over1717.1710_UHM17.10826__k141_240640_1	NA
over1717.1710_UHM17.10826__k141_299498_2	NA
over1717.1710_UHM17.35739__k141_51039_7	K01153
over1717.1710_UHM17.35740__k141_30061_50	K02031
over1717.1710_UHM18.10827__k141_109029_14	NA
over1717.1710_UHM18.10827__k141_118721_12	K07795
over1717.1710_UHM18.10827__k141_17609_1	NA
over1717.1710_UHM18.10827__k141_21827_2	K03427
over1717.1710_UHM18.35741__k141_104150_3	K00335
over1717.1710_UHM18.35741__k141_13930_2	K03790
over1717.1710_UHM18.35741__k141_10210_6	K01641
over1717.1710_UHM18.35741__k141_1453_4	NA
over1717.1710_UHM18.35741__k141_32681_1	NA
over1717.1710_UHM18.35741__k141_2787_27	NA
over1717.1710_UHM18.35741__k141_76579_5	K00052
over1717.1710_UHM18.35741__k141_22465_1	NA
over1717.1710_UHM18.35742__k141_69200_67	K15540
over1717.1710_UHM18.35742__k141_167699_3	K00773
over1717.1710_UHM20.10828__k141_29156_2	NA
over1717.1710_UHM20.10828__k141_105147_2	NA
over1717.1710_UHM20.10828__k141_19235_33	K03312
over1717.1710_UHM20.35743__k141_63169_49	K00384
over1717.1710_UHM20.35743__k141_2638_8	K02564
over1717.1710_UHM20.35743__k141_96542_134	NA
over1717.1710_UHM20.35743__k141_16560_9	K01847
over1717.1710_UHM20.35744__k141_157635_4	NA
over1717.1710_UHM20.35744__k141_125254_113	K01902
over1717.1710_UHM20.35744__k141_125254_113	K02907
over1717.1710_UHM20.35744__k141_125254_145	K00052
over1717.1710_UHM20.35744__k141_172463_3	K12373
over1717.1710_UHM20.35744__k141_191945_187	K08289
over1717.1710_UHM20.35744__k141_94089_7	K01183
over1717.1710_UHM20.35744__k141_2901_36	K03046
over1717.1710_UHM20.35744__k141_3073_3	K09011
over1717.1710_UHM20.35744__k141_101933_73	K03791
over1717.1710_UHM20.35744__k141_74954_1	K01685
over1717.1710_UHM20.35744__k141_169404_14	K15268
over1717.1710_UHM20.35744__k141_32673_37	NA
over1717.1710_UHM22.35745__k141_12708_21	K03475
over1717.1710_UHM22.35745__k141_78462_28	K03797
over1717.1710_UHM22.35745__k141_78462_188	K01880
over1717.1710_UHM22.35745__k141_128173_6	K06907
over1717.1710_UHM22.35745__k141_95806_24	K02680
over1717.1710_UHM22.35745__k141_35198_336	K02030
over1717.1710_UHM22.35745__k141_50516_365	K07516
over1717.1710_UHM22.35745__k141_89497_74	NA
over1717.1710_UHM22.35745__k141_101221_243	NA
over1717.1710_UHM22.35745__k141_60579_81	NA
over1717.1710_UHM22.35746__k141_14990_15	K24087
over1717.1710_UHM22.35746__k141_120642_315	K02055
over1717.1710_UHM22.35746__k141_97825_30	NA
over1717.1710_UHM22.35746__k141_15455_42	K03307
over1717.1710_UHM22.35746__k141_121449_61	NA
over1717.1710_UHM22.35746__k141_121449_477	K01066
over1717.1710_UHM22.35746__k141_61134_23	K00164
over1717.1710_UHM22.35746__k141_96248_53	K03112
over1717.1710_UHM22.35747__k141_67948_7	NA
over1717.1710_UHM22.35747__k141_44127_248	K03462
over1717.1710_UHM22.35747__k141_77021_191	K06908
over1717.1710_UHM22.35747__k141_9504_114	K07795
over1717.1710_UHM22.35747__k141_56704_173	K01820
over1717.1710_UHM22.35747__k141_56704_269	K03327
over1717.1710_UHM22.35747__k141_89895_6	NA
over1717.1710_UHM22.35747__k141_24731_428	K01912
over1717.1710_UHM22.35747__k141_42361_30	NA
over1717.1710_UHM27.10829__k141_177330_15	K07345
over1717.1710_UHM31.10830__k141_35720_56	K07345
over1717.1710_UHM31.10830__k141_9869_117	K03040
over1717.1710_UHM31.10830__k141_101188_61	NA
over1717.1710_UHM31.10830__k141_41264_6	NA
over1717.1710_UHM31.10830__k141_25844_3	K00287
over1717.1710_UHM31.35748__k141_42208_129	NA
over1717.1710_UHM31.35748__k141_8586_50	K07345
over1717.1710_UHM31.35748__k141_127301_93	K01783
over1717.1710_UHM31.35748__k141_25927_7	NA
over1717.1710_UHM31.35748__k141_19899_6	K02275
over1717.1710_UHM31.35748__k141_20570_16	NA
over1717.1710_UHM31.35749__k141_131342_28	K02822
over1717.1710_UHM31.35749__k141_6681_36	K13021
over1717.1710_UHM31.35749__k141_58527_2	NA
over1717.1710_UHM31.35749__k141_182993_15	K15894
over1717.1710_UHM31.35749__k141_60479_2	NA
over1717.1710_UHM31.35749__k141_165894_245	K01708
over1717.1710_UHM33.10831__k141_50002_7	K18682
over1717.1710_UHM33.10831__k141_74636_6	NA
over1717.1710_UHM33.10831__k141_25637_4	NA
over1717.1710_UHM33.10831__k141_92819_132	K12519
over1717.1710_UHM33.10831__k141_109744_73	K04516
over1717.1710_UHM33.10831__k141_11247_8	NA
over1717.1710_UHM36.10832__k141_55458_21	NA
over1717.1710_UHM36.10832__k141_3018_62	K01890
over1717.1710_UHM36.10832__k141_75796_2	NA
over1717.1710_UHM36.10832__k141_165645_105	NA
over1717.1710_UHM36.10832__k141_64502_2	K07220
over1717.1710_UHM36.10832__k141_166426_20	K01428
over1717.1710_UHM36.10832__k141_118941_1	K00970
over1717.1710_UHM36.10832__k141_118941_1	K00974
over1717.1710_UHM36.10832__k141_119184_36	K00928
over1717.1710_UHM36.10832__k141_119184_36	K12524
over1717.1710_UHM36.10832__k141_119184_68	K01354
over1717.1710_UHM36.10832__k141_119184_132	K07182
over1717.1710_UHM36.35750__k141_53467_1	K13283
over1717.1710_UHM36.35750__k141_10134_87	NA
over1717.1710_UHM36.35750__k141_77158_173	K00248
over1717.1710_UHM36.35750__k141_77158_173	K00249
over1717.1710_UHM36.35750__k141_73746_172	NA
over1717.1710_UHM36.35750__k141_73746_332	K01873
over1717.1710_UHM36.35750__k141_10877_130	K01695
over1717.1710_UHM36.35750__k141_84640_5	K01937
over1717.1710_UHM36.35750__k141_38555_61	K11904
over1717.1710_UHM36.35751__k141_65751_7	K06903
over1717.1710_UHM36.35751__k141_66105_82	NA
over1717.1710_UHM36.35751__k141_48399_1	NA
over1717.1710_UHM36.35751__k141_15555_112	NA
over1717.1710_UHM36.35751__k141_18741_418	K03924
over1717.1710_UHM38.10833__k141_24490_16	K00927
over1717.1710_UHM38.35752__k141_90301_17	K06978
over1717.1710_UHM38.35752__k141_188331_84	K08680
over1717.1710_UHM38.35752__k141_32980_36	NA
over1717.1710_UHM38.35752__k141_94125_1	NA
over1717.1710_UHM38.35753__k141_162273_75	K11936
over1717.1710_UHM38.35753__k141_162273_75	K22278
over1717.1710_UHM38.35753__k141_157902_1	NA
over1717.1710_UHM38.35753__k141_51371_350	K05989
over1717.1710_UHM40.10834__k141_43043_4	K07114
over1717.1710_UHM40.35754__k141_74246_22	NA
over1717.1710_UHM40.35754__k141_70072_8	NA
over1717.1710_UHM40.35754__k141_35696_10	K01921
over1717.1710_UHM40.35754__k141_92799_114	K01262
over1717.1710_UHM40.35754__k141_101638_135	NA
over1717.1710_UHM40.35754__k141_54272_27	NA
over1717.1710_UHM40.35754__k141_124429_3	NA
over1717.1710_UHM40.35754__k141_108160_9	K01886
over1717.1710_UHM40.35755__k141_10479_29	K11106
over1717.1710_UHM40.35755__k141_24685_10	K09015
over1717.1710_UHM40.35755__k141_88712_349	NA
over1717.1710_UHM40.35755__k141_88850_32	NA
over1717.1710_UHM40.35755__k141_38677_3	NA
over1717.1710_UHM41.10835__k141_10171_145	NA
over1717.1710_UHM41.35756__k141_1668_1	NA
over1717.1710_UHM41.35756__k141_80474_222	K01053
over1717.1710_UHM41.35756__k141_45714_7	K19784
over1717.1710_UHM44.10837__k141_694_8	K07349
over1717.1710_UHM44.10837__k141_44259_54	K11811
over1717.1710_UHM45.10838__k141_58926_360	NA
over1717.1710_UHM45.10838__k141_114298_12	K01185
over1717.1710_UHM45.10838__k141_77937_98	NA
over1717.1710_UHM45.10838__k141_77937_130	K01804
over1717.1710_UHM45.10838__k141_52473_35	K03549
over1717.1710_UHM45.10838__k141_20680_37	K01627
over1717.1710_UHM45.35758__k141_198361_18	K06959
over1717.1710_UHM45.35759__k141_96340_364	K02014
over1717.1710_UHM45.35759__k141_102561_3	NA
over1717.1710_UHM45.35759__k141_69944_12	K24012
over1717.1710_UHM45.35759__k141_45410_273	K00033
over1717.1710_UHM56.10839__k141_52073_119	K03701
over1717.1710_UHM56.10839__k141_14834_126	K07017
over1717.1710_UHM56.10839__k141_76311_303	K19693
over1717.1710_UHM56.10839__k141_40489_905	NA
over1717.1710_UHM56.10839__k141_40489_1033	NA
over1717.1710_UHM56.10839__k141_40489_1321	NA
over1717.1710_UHM56.35760__k141_4088_9	NA
over1717.1710_UHM56.35760__k141_12473_118	NA
over1717.1710_UHM56.35760__k141_20490_321	NA
over1717.1710_UHM56.35760__k141_73212_19	NA
over1717.1710_UHM56.35760__k141_59228_41	NA
over1717.1710_UHM56.35760__k141_34896_39	K05970
over1717.1710_UHM56.35761__k141_71180_20	K03190
over1717.1710_UHM72.35762__k141_47766_3	NA
over1717.1710_UHM72.35762__k141_24263_16	K02674
over1717.1710_UHM72.35762__k141_24381_207	K24012
over1717.1710_UHM72.35762__k141_72216_61	K03553
over1717.1710_UHM72.35762__k141_116162_4	NA
over1717.1710_UHM72.35762__k141_121311_76	NA
over1717.1710_UHM72.35762__k141_107017_12	NA
over1717.1710_UHM72.35763__k141_211_3	K03686
over1717.1710_UHM72.35763__k141_52803_114	K04750
over1717.1710_UHM72.35763__k141_6555_8	K02172
over1717.1710_UHM72.35763__k141_19577_218	K00674
over1717.1710_UHM72.35763__k141_20095_75	NA
over1717.1710_UHM72.35763__k141_79041_111	K00675
over1717.1710_UHM72.35763__k141_51223_107	K24087
over1717.1710_UHM72.35763__k141_39833_9	K18030
over1717.1710_UHM72.35763__k141_77455_267	K07038
over1717.1710_UHM72.35764__k141_6247_120	K21575
over1717.1710_UHM72.35764__k141_141145_68	K05349
over1717.1710_UHM72.35764__k141_52967_26	NA
over1717.1710_UHM72.35764__k141_137124_6	K01739
over1717.1710_UHM72.35764__k141_137124_6	K01758
over1717.1710_UHM72.35764__k141_137124_6	K01760
over1717.1710_UHM72.35764__k141_144593_29	NA
over1717.1710_UHM102.10840__k141_38450_2	NA
over1717.1710_UHM102.10840__k141_30127_3	K18297
over1717.1710_UHM102.35765__k141_69425_128	K19294
over1717.1710_UHM102.35765__k141_88887_235	K02551
over1717.1710_UHM102.35765__k141_45535_9	NA
over1717.1710_UHM102.35765__k141_150784_41	K12524
over1717.1710_UHM102.35766__k141_102764_189	K22187
over1717.1710_UHM102.35766__k141_152338_8	NA
over1717.1710_UHM102.35766__k141_37597_6	K01610
over1717.1710_UHM125.35768__k141_31266_3	K11904
over1717.1710_UHM125.35768__k141_39369_2	K02950
over1717.1710_UHM125.35769__k141_180109_10	K02014
over1717.1710_UHM125.35769__k141_180109_10	K16087
over1717.1710_UHM125.35769__k141_243561_51	NA
over1717.1710_UHM125.35770__k141_132792_23	NA
over1717.1710_UHM125.35770__k141_274401_23	NA
over1717.1710_UHM125.35770__k141_143139_396	NA
over1717.1710_UHM125.35770__k141_165328_9	NA
over1717.1710_UHM125.35770__k141_299193_116	NA
over1717.1710_UHM145.35771__k141_98311_83	NA
over1717.1710_UHM145.35771__k141_51886_76	K04744
over1717.1710_UHM145.35771__k141_38541_28	NA
over1717.1710_UHM145.35771__k141_38541_124	K03797
over1717.1710_UHM145.35771__k141_79960_1373	K05349
over1717.1710_UHM145.35771__k141_85386_119	K03296
over1717.1710_UHM145.35771__k141_53940_4	K02015
over1717.1710_UHM145.35771__k141_100870_1	NA
over1717.1710_UHM145.35771__k141_64864_80	NA
over1717.1710_UHM145.35772__k141_13441_66	K09022
over1717.1710_UHM145.35772__k141_121748_70	NA
over1717.1710_UHM145.35772__k141_53889_86	K18530
over1717.1710_UHM145.35773__k141_255109_2	NA
over1717.1710_UHM145.35773__k141_42296_7	K11935
over1717.1710_UHM145.35773__k141_83256_134	NA
over1717.1710_UHM145.35773__k141_64432_2	NA
over1717.1710_UHM145.35773__k141_188325_14	NA
over1717.1710_UHM17.10826__k141_117556_16	K03292
over1717.1710_UHM17.35740__k141_48156_2	NA
over1717.1710_UHM18.10827__k141_46354_1	NA
over1717.1710_UHM18.10827__k141_20768_5	K07308
over1717.1710_UHM18.10827__k141_20768_5	K07312
over1717.1710_UHM18.35741__k141_60139_1	NA
over1717.1710_UHM18.35741__k141_101923_3	K07345
over1717.1710_UHM18.35742__k141_172200_30	NA
over1717.1710_UHM18.35742__k141_103447_191	K01925
over1717.1710_UHM18.35742__k141_112583_192	NA
over1717.1710_UHM18.35742__k141_196968_97	K03098
over1717.1710_UHM18.35742__k141_122042_32	K15725
over1717.1710_UHM20.35743__k141_37350_79	K21573
over1717.1710_UHM20.35743__k141_42045_4	K01647
over1717.1710_UHM20.35743__k141_113166_7	K03092
over1717.1710_UHM20.35743__k141_67182_9	K13444
over1717.1710_UHM20.35743__k141_10502_24	K06998
over1717.1710_UHM20.35743__k141_76825_37	K03455
over1717.1710_UHM20.35743__k141_26917_82	K03296
over1717.1710_UHM20.35744__k141_118524_216	K00041
over1717.1710_UHM20.35744__k141_118524_248	NA
over1717.1710_UHM20.35744__k141_178324_46	K09667
over1717.1710_UHM20.35744__k141_147142_3	NA
over1717.1710_UHM20.35744__k141_173757_36	NA
over1717.1710_UHM22.35745__k141_116387_1	NA
over1717.1710_UHM22.35745__k141_130727_1	NA
over1717.1710_UHM22.35746__k141_34018_62	K07082
over1717.1710_UHM22.35746__k141_150291_94	K15125
over1717.1710_UHM22.35746__k141_54517_135	K02171
over1717.1710_UHM22.35746__k141_121449_414	NA
over1717.1710_UHM22.35746__k141_17004_434	K05595
over1717.1710_UHM22.35746__k141_66824_384	K01897
over1717.1710_UHM22.35746__k141_94588_168	K15726
over1717.1710_UHM22.35747__k141_111651_7	NA
over1717.1710_UHM27.10829__k141_173712_1	NA
over1717.1710_UHM31.10830__k141_101188_62	NA
over1717.1710_UHM31.10830__k141_65976_8	NA
